billing_period,date,account_id,service,usage_type,region,cost_usd,usage_quantity
2026-04,2026-04-15,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,118.71,1187.14
2026-04,2026-04-15,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1040.19,5417.67
2026-04,2026-04-15,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,966.14,5031.99
2026-04,2026-04-15,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,286.8,12469705.07
2026-04,2026-04-15,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,255.23,11097117.58
2026-04,2026-04-15,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,513.22,2138.43
2026-04,2026-04-15,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,512.27,2134.44
2026-04,2026-04-15,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,144.54,8672383.84
2026-04,2026-04-15,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,130.02,7801429.38
2026-04,2026-04-15,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,56.11,187.03
2026-04,2026-04-15,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,60.85,202.83
2026-04,2026-04-15,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,256.28,2562.8
2026-04,2026-04-15,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,237.55,2375.51
2026-04,2026-04-15,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,340.42,1773.03
2026-04,2026-04-15,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,78.76,3424551.0
2026-04,2026-04-15,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,155.27,646.94
2026-04,2026-04-15,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,35.68,2140813.25
2026-04,2026-04-15,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,16.9,56.34
2026-04,2026-04-15,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,70.65,706.54
2026-04,2026-04-15,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,641.83,3342.88
2026-04,2026-04-15,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,678.02,3531.36
2026-04,2026-04-15,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,164.07,7133452.88
2026-04,2026-04-15,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,171.42,7453122.68
2026-04,2026-04-15,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,308.49,1285.38
2026-04,2026-04-15,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,277.13,1154.7
2026-04,2026-04-15,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,57.86,3471861.29
2026-04,2026-04-15,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,69.2,4151796.84
2026-04,2026-04-15,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,29.67,98.89
2026-04,2026-04-15,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,35.77,119.25
2026-04,2026-04-15,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,155.67,1556.65
2026-04,2026-04-15,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,151.45,1514.53
2026-04,2026-04-15,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,552.15,2875.79
2026-04,2026-04-15,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,668.04,3479.35
2026-04,2026-04-15,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,576.78,3004.04
2026-04,2026-04-15,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,142.71,6204848.9
2026-04,2026-04-15,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,139.47,6063887.34
2026-04,2026-04-15,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,143.12,6222508.22
2026-04,2026-04-15,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,268.03,1116.78
2026-04,2026-04-15,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,275.66,1148.59
2026-04,2026-04-15,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,275.53,1148.03
2026-04,2026-04-15,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,63.37,3802307.37
2026-04,2026-04-15,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,68.87,4132064.74
2026-04,2026-04-15,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,78.41,4704881.76
2026-04,2026-04-15,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,32.85,109.5
2026-04,2026-04-15,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,25.55,85.15
2026-04,2026-04-15,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,22.34,74.46
2026-04,2026-04-15,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,131.21,1312.12
2026-04,2026-04-15,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,103.6,1035.97
2026-04,2026-04-15,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,117.3,1173.03
2026-04,2026-04-16,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1169.04,6088.74
2026-04,2026-04-16,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,1065.92,5551.65
2026-04,2026-04-16,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,367.25,15967286.54
2026-04,2026-04-16,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,373.38,16233817.8
2026-04,2026-04-16,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,637.09,2654.54
2026-04,2026-04-16,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,571.01,2379.22
2026-04,2026-04-16,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,135.39,8123633.88
2026-04,2026-04-16,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,163.91,9834630.84
2026-04,2026-04-16,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,61.35,204.51
2026-04,2026-04-16,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,73.32,244.4
2026-04,2026-04-16,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,287.56,2875.59
2026-04,2026-04-16,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,304.68,3046.84
2026-04,2026-04-16,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1551.95,8083.1
2026-04,2026-04-16,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,365.17,15877094.61
2026-04,2026-04-16,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,782.15,3258.97
2026-04,2026-04-16,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,165.58,9934677.45
2026-04,2026-04-16,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,80.78,269.26
2026-04,2026-04-16,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,293.76,2937.62
2026-04,2026-04-16,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,268.26,1397.2
2026-04,2026-04-16,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,253.25,1319.01
2026-04,2026-04-16,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,277.45,1445.07
2026-04,2026-04-16,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,83.38,3625015.5
2026-04,2026-04-16,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,65.28,2838471.59
2026-04,2026-04-16,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,63.87,2776830.72
2026-04,2026-04-16,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,146.72,611.33
2026-04,2026-04-16,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,135.24,563.48
2026-04,2026-04-16,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,132.09,550.39
2026-04,2026-04-16,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,38.25,2295159.19
2026-04,2026-04-16,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,27.83,1669862.76
2026-04,2026-04-16,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,43.23,2593878.5
2026-04,2026-04-16,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,16.02,53.39
2026-04,2026-04-16,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,14.27,47.56
2026-04,2026-04-16,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,18.24,60.79
2026-04,2026-04-16,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,56.37,563.66
2026-04,2026-04-16,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,64.45,644.53
2026-04,2026-04-16,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,61.8,617.96
2026-04,2026-04-16,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,589.67,3071.18
2026-04,2026-04-16,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,148.49,6456067.75
2026-04,2026-04-16,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,246.39,1026.64
2026-04,2026-04-16,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,48.41,2904656.37
2026-04,2026-04-16,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,28.24,94.14
2026-04,2026-04-16,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,100.68,1006.81
2026-04,2026-04-16,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1319.21,6870.87
2026-04,2026-04-16,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1079.91,5624.52
2026-04,2026-04-16,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,266.96,11607083.73
2026-04,2026-04-16,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,279.06,12133172.47
2026-04,2026-04-16,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,477.98,1991.58
2026-04,2026-04-16,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,487.6,2031.68
2026-04,2026-04-16,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,147.26,8835572.15
2026-04,2026-04-16,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,103.15,6188913.27
2026-04,2026-04-16,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,50.36,167.87
2026-04,2026-04-16,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,59.27,197.56
2026-04,2026-04-16,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,251.68,2516.78
2026-04,2026-04-16,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,241.18,2411.76
2026-04,2026-04-16,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,380.64,1982.49
2026-04,2026-04-16,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,82.67,3594441.85
2026-04,2026-04-16,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,152.34,634.75
2026-04,2026-04-16,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,49.41,2964602.22
2026-04,2026-04-16,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,17.42,58.06
2026-04,2026-04-16,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,70.19,701.94
2026-04,2026-04-16,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,739.11,3849.51
2026-04,2026-04-16,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,680.05,3541.94
2026-04,2026-04-16,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,171.02,7435552.98
2026-04,2026-04-16,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,193.58,8416436.13
2026-04,2026-04-16,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,297.61,1240.02
2026-04,2026-04-16,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,321.77,1340.69
2026-04,2026-04-16,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,72.06,4323737.57
2026-04,2026-04-16,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,75.08,4504637.39
2026-04,2026-04-16,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,38.91,129.7
2026-04,2026-04-16,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,35.46,118.21
2026-04,2026-04-16,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,142.27,1422.67
2026-04,2026-04-16,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,149.48,1494.79
2026-04,2026-04-16,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,541.85,2822.13
2026-04,2026-04-16,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,509.6,2654.17
2026-04,2026-04-16,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,495.62,2581.35
2026-04,2026-04-16,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,123.59,5373684.75
2026-04,2026-04-16,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,170.79,7425775.23
2026-04,2026-04-16,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,133.72,5814015.44
2026-04,2026-04-16,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,270.31,1126.29
2026-04,2026-04-16,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,269.55,1123.13
2026-04,2026-04-16,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,277.53,1156.39
2026-04,2026-04-16,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,73.67,4419951.44
2026-04,2026-04-16,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,74.23,4453950.94
2026-04,2026-04-16,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,55.95,3356854.43
2026-04,2026-04-16,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,29.5,98.33
2026-04,2026-04-16,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,30.85,102.83
2026-04,2026-04-16,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,29.25,97.51
2026-04,2026-04-16,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,139.29,1392.88
2026-04,2026-04-16,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,125.89,1258.92
2026-04,2026-04-16,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,128.82,1288.19
2026-04,2026-04-17,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1468.18,7646.78
2026-04,2026-04-17,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,1551.51,8080.79
2026-04,2026-04-17,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,357.1,15525981.18
2026-04,2026-04-17,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,315.48,13716574.45
2026-04,2026-04-17,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,669.11,2787.96
2026-04,2026-04-17,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,634.64,2644.31
2026-04,2026-04-17,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,135.93,8155786.86
2026-04,2026-04-17,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,169.83,10189507.59
2026-04,2026-04-17,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,80.92,269.72
2026-04,2026-04-17,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,72.15,240.51
2026-04,2026-04-17,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,296.89,2968.94
2026-04,2026-04-17,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,337.02,3370.24
2026-04,2026-04-17,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1574.2,8198.97
2026-04,2026-04-17,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,478.42,20800927.0
2026-04,2026-04-17,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,758.87,3161.95
2026-04,2026-04-17,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,110.78,6646901.52
2026-04,2026-04-17,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,87.1,290.34
2026-04,2026-04-17,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,336.35,3363.5
2026-04,2026-04-17,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,327.18,1704.09
2026-04,2026-04-17,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,306.22,1594.9
2026-04,2026-04-17,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,278.63,1451.18
2026-04,2026-04-17,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,66.15,2876121.03
2026-04,2026-04-17,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,72.11,3135089.72
2026-04,2026-04-17,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,68.34,2971461.45
2026-04,2026-04-17,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,132.7,552.92
2026-04,2026-04-17,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,140.69,586.2
2026-04,2026-04-17,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,148.08,616.99
2026-04,2026-04-17,acct_003,AWSLambda,Lambda-GB-Second,us-east-1,34.17,2049971.08
2026-04,2026-04-17,acct_003,AWSLambda,Lambda-GB-Second,us-west-2,24.09,1445561.55
2026-04,2026-04-17,acct_003,AWSLambda,Lambda-GB-Second,eu-central-1,34.48,2068944.88
2026-04,2026-04-17,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-east-1,16.79,55.98
2026-04,2026-04-17,acct_003,AmazonCloudWatch,MetricMonitorUsage,us-west-2,14.09,46.95
2026-04,2026-04-17,acct_003,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,14.8,49.33
2026-04,2026-04-17,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,60.09,600.88
2026-04,2026-04-17,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,55.29,552.91
2026-04,2026-04-17,acct_003,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,63.89,638.9
2026-04,2026-04-17,acct_004,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,502.6,2617.7
2026-04,2026-04-17,acct_004,AmazonS3,TimedStorage-ByteHrs,eu-central-1,136.43,5931750.55
2026-04,2026-04-17,acct_004,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,235.08,979.52
2026-04,2026-04-17,acct_004,AWSLambda,Lambda-GB-Second,eu-central-1,52.01,3120772.28
2026-04,2026-04-17,acct_004,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,28.95,96.5
2026-04,2026-04-17,acct_004,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,103.97,1039.73
2026-04,2026-04-17,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,1282.69,6680.67
2026-04,2026-04-17,acct_005,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1011.55,5268.47
2026-04,2026-04-17,acct_005,AmazonS3,TimedStorage-ByteHrs,us-east-1,279.94,12171437.56
2026-04,2026-04-17,acct_005,AmazonS3,TimedStorage-ByteHrs,us-west-2,295.52,12848565.14
2026-04,2026-04-17,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,476.15,1983.98
2026-04,2026-04-17,acct_005,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,467.38,1947.41
2026-04,2026-04-17,acct_005,AWSLambda,Lambda-GB-Second,us-east-1,82.52,4950929.85
2026-04,2026-04-17,acct_005,AWSLambda,Lambda-GB-Second,us-west-2,148.74,8924164.5
2026-04,2026-04-17,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-east-1,53.15,177.15
2026-04,2026-04-17,acct_005,AmazonCloudWatch,MetricMonitorUsage,us-west-2,70.64,235.47
2026-04,2026-04-17,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,212.3,2123.04
2026-04,2026-04-17,acct_005,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,229.15,2291.52
2026-04,2026-04-17,acct_006,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,402.92,2098.53
2026-04,2026-04-17,acct_006,AmazonS3,TimedStorage-ByteHrs,us-east-1,102.12,4440125.82
2026-04,2026-04-17,acct_006,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,180.9,753.77
2026-04,2026-04-17,acct_006,AWSLambda,Lambda-GB-Second,us-east-1,47.18,2831009.34
2026-04,2026-04-17,acct_006,AmazonCloudWatch,MetricMonitorUsage,us-east-1,19.84,66.14
2026-04,2026-04-17,acct_006,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,76.27,762.66
2026-04,2026-04-17,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,697.04,3630.44
2026-04,2026-04-17,acct_007,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,595.33,3100.7
2026-04,2026-04-17,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-west-1,154.2,6704338.03
2026-04,2026-04-17,acct_007,AmazonS3,TimedStorage-ByteHrs,eu-central-1,164.96,7171976.4
2026-04,2026-04-17,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,304.88,1270.35
2026-04,2026-04-17,acct_007,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,300.53,1252.22
2026-04,2026-04-17,acct_007,AWSLambda,Lambda-GB-Second,eu-west-1,81.17,4870401.53
2026-04,2026-04-17,acct_007,AWSLambda,Lambda-GB-Second,eu-central-1,84.86,5091775.77
2026-04,2026-04-17,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,34.05,113.49
2026-04,2026-04-17,acct_007,AmazonCloudWatch,MetricMonitorUsage,eu-central-1,38.74,129.12
2026-04,2026-04-17,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,119.59,1195.87
2026-04,2026-04-17,acct_007,AmazonEKS,AmazonEKS-Hours:perCluster,eu-central-1,132.39,1323.86
2026-04,2026-04-17,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,517.92,2697.51
2026-04,2026-04-17,acct_008,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,439.74,2290.32
2026-04,2026-04-17,acct_008,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,561.04,2922.11
2026-04,2026-04-17,acct_008,AmazonS3,TimedStorage-ByteHrs,us-east-1,145.24,6314702.72
2026-04,2026-04-17,acct_008,AmazonS3,TimedStorage-ByteHrs,us-west-2,164.42,7148890.3
2026-04,2026-04-17,acct_008,AmazonS3,TimedStorage-ByteHrs,eu-west-1,154.07,6698616.98
2026-04,2026-04-17,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,259.34,1080.57
2026-04,2026-04-17,acct_008,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,298.67,1244.47
2026-04,2026-04-17,acct_008,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,290.02,1208.42
2026-04,2026-04-17,acct_008,AWSLambda,Lambda-GB-Second,us-east-1,70.71,4242385.77
2026-04,2026-04-17,acct_008,AWSLambda,Lambda-GB-Second,us-west-2,60.46,3627864.83
2026-04,2026-04-17,acct_008,AWSLambda,Lambda-GB-Second,eu-west-1,51.18,3070820.04
2026-04,2026-04-17,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-east-1,28.88,96.28
2026-04,2026-04-17,acct_008,AmazonCloudWatch,MetricMonitorUsage,us-west-2,33.27,110.89
2026-04,2026-04-17,acct_008,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,35.65,118.85
2026-04,2026-04-17,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,138.52,1385.19
2026-04,2026-04-17,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,114.13,1141.34
2026-04,2026-04-17,acct_008,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,106.56,1065.65
2026-04,2026-04-18,acct_001,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,898.95,4682.01
2026-04,2026-04-18,acct_001,AmazonEC2,BoxUsage:m5.xlarge,eu-west-1,696.4,3627.1
2026-04,2026-04-18,acct_001,AmazonS3,TimedStorage-ByteHrs,us-east-1,288.88,12560014.01
2026-04,2026-04-18,acct_001,AmazonS3,TimedStorage-ByteHrs,eu-west-1,278.27,12098904.74
2026-04,2026-04-18,acct_001,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,576.64,2402.68
2026-04,2026-04-18,acct_001,AmazonRDS,InstanceUsage:db.r5.large,eu-west-1,543.32,2263.85
2026-04,2026-04-18,acct_001,AWSLambda,Lambda-GB-Second,us-east-1,67.05,4022714.59
2026-04,2026-04-18,acct_001,AWSLambda,Lambda-GB-Second,eu-west-1,54.32,3259334.95
2026-04,2026-04-18,acct_001,AmazonCloudWatch,MetricMonitorUsage,us-east-1,54.04,180.13
2026-04,2026-04-18,acct_001,AmazonCloudWatch,MetricMonitorUsage,eu-west-1,43.62,145.41
2026-04,2026-04-18,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,us-east-1,201.05,2010.45
2026-04,2026-04-18,acct_001,AmazonEKS,AmazonEKS-Hours:perCluster,eu-west-1,237.33,2373.29
2026-04,2026-04-18,acct_002,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,1192.75,6212.26
2026-04,2026-04-18,acct_002,AmazonS3,TimedStorage-ByteHrs,us-west-2,305.22,13270232.72
2026-04,2026-04-18,acct_002,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,644.2,2684.17
2026-04,2026-04-18,acct_002,AWSLambda,Lambda-GB-Second,us-west-2,74.81,4488760.93
2026-04,2026-04-18,acct_002,AmazonCloudWatch,MetricMonitorUsage,us-west-2,61.98,206.59
2026-04,2026-04-18,acct_002,AmazonEKS,AmazonEKS-Hours:perCluster,us-west-2,233.64,2336.45
2026-04,2026-04-18,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-east-1,201.1,1047.38
2026-04,2026-04-18,acct_003,AmazonEC2,BoxUsage:m5.xlarge,us-west-2,211.28,1100.43
2026-04,2026-04-18,acct_003,AmazonEC2,BoxUsage:m5.xlarge,eu-central-1,181.95,947.67
2026-04,2026-04-18,acct_003,AmazonS3,TimedStorage-ByteHrs,us-east-1,57.71,2509163.39
2026-04,2026-04-18,acct_003,AmazonS3,TimedStorage-ByteHrs,us-west-2,54.55,2371565.29
2026-04,2026-04-18,acct_003,AmazonS3,TimedStorage-ByteHrs,eu-central-1,54.79,2381993.11
2026-04,2026-04-18,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-east-1,121.61,506.7
2026-04,2026-04-18,acct_003,AmazonRDS,InstanceUsage:db.r5.large,us-west-2,125.26,521.91
2026-04,2026-04-18,acct_003,AmazonRDS,InstanceUsage:db.r5.large,eu-central-1,128.62,535.91
